term_str,n,n_chars,p,i,max_pos,max_pos_group,n_pos_group,cat_pos_group,n_pos,cat_pos,stop,porter_stem,stem_snowball,stem_lancaster
admiring,1,8,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,admir,admir,admir
admission,2,9,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,admiss,admiss,admit
admissions,2,10,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,admiss,admiss,admit
admit,48,5,0.00011345023434564033,13.105652790469177,VB,VB,2,"{'NN', 'VB'}",4,"{'NN', 'VB', 'NNS', 'VBP'}",0,admit,admit,admit
admitit,1,7,2.3635465488675068e-06,18.690615291190333,VB,VB,1,{'VB'},1,{'VB'},0,admitit,admitit,admitit
admits,2,6,4.7270930977350136e-06,17.690615291190333,VBZ,VB,1,{'VB'},1,{'VBZ'},0,admit,admit,admit
admitted,7,8,1.6544825842072546e-05,15.88326036913273,VBN,VB,1,{'VB'},2,"{'VBN', 'VBD'}",0,admit,admit,admit
admittedly,22,10,5.1998024075085146e-05,14.231183672553037,RB,RB,4,"{'NN', 'VB', 'RB', 'IN'}",5,"{'VB', 'NN', 'NNP', 'RB', 'IN'}",0,admittedli,admit,admit
admitting,1,9,2.3635465488675068e-06,18.690615291190333,VBG,VB,1,{'VB'},1,{'VBG'},0,admit,admit,admit
admonished,1,10,2.3635465488675068e-06,18.690615291190333,VBN,VB,1,{'VB'},1,{'VBN'},0,admonish,admonish,admon
admonition,1,10,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,admonit,admonit,admonit
admonitions,1,11,2.3635465488675068e-06,18.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,admonit,admonit,admonit
ado,9,3,2.127191893980756e-05,15.520690289748021,NN,NN,2,"{'JJ', 'NN'}",2,"{'JJ', 'NN'}",0,ado,ado,ado
adohe,1,5,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,adoh,adoh,adoh
adopt,3,5,7.09063964660252e-06,17.105652790469176,VB,VB,1,{'VB'},1,{'VB'},0,adopt,adopt,adopt
adopted,2,7,4.7270930977350136e-06,17.690615291190333,VBN,VB,2,"{'JJ', 'VB'}",2,"{'JJ', 'VBN'}",0,adopt,adopt,adopt
adoration,1,9,2.3635465488675068e-06,18.690615291190333,IN,IN,1,{'IN'},1,{'IN'},0,ador,ador,ad
adornedalthough,1,15,2.3635465488675068e-06,18.690615291190333,IN,IN,1,{'IN'},1,{'IN'},0,adornedalthough,adornedalthough,adornedalthough
adrift,1,6,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,adrift,adrift,adrift
adroit,2,6,4.7270930977350136e-06,17.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,adroit,adroit,adroit
ads,1,3,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,ad,ad,ad
adult,2,5,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,adult,adult,adult
adults,3,6,7.09063964660252e-06,17.105652790469176,NNS,NN,2,"{'JJ', 'NN'}",2,"{'JJ', 'NNS'}",0,adult,adult,adult
advance,15,7,3.54531982330126e-05,14.783724695581816,NN,NN,2,"{'NN', 'PD'}",3,"{'NN', 'PDT', 'NNS'}",0,advanc,advanc,adv
advanced,5,8,1.1817732744337534e-05,16.36868719630297,VBD,VB,2,"{'JJ', 'VB'}",4,"{'JJ', 'VBN', 'VBD', 'VB'}",0,advanc,advanc,adv
advancement,1,11,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,advanc,advanc,adv
advances,1,8,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,advanc,advanc,adv
advancing,4,9,9.454186195470027e-06,16.690615291190333,VBG,VB,2,"{'NN', 'VB'}",2,"{'NN', 'VBG'}",0,advanc,advanc,adv
advantage,59,9,0.00013944924638318288,12.807972241828493,NN,NN,1,{'NN'},1,{'NN'},0,advantag,advantag,adv
advantageous,3,12,7.09063964660252e-06,17.105652790469176,RB,VB,3,"{'JJ', 'VB', 'RB'}",3,"{'JJ', 'RB', 'VBZ'}",0,advantag,advantag,adv
advantages,14,10,3.308965168414509e-05,14.88326036913273,NNS,NN,1,{'NN'},2,"{'NN', 'NNS'}",0,advantag,advantag,adv
adversaries,1,11,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,adversari,adversari,advers
adverse,4,7,9.454186195470027e-06,16.690615291190333,JJ,JJ,2,"{'JJ', 'RB'}",2,"{'JJ', 'RB'}",0,advers,advers,advers
adversely,1,9,2.3635465488675068e-06,18.690615291190333,RB,RB,1,{'RB'},1,{'RB'},0,advers,advers,advers
advertising,2,11,4.7270930977350136e-06,17.690615291190333,NN,VB,2,"{'NN', 'VB'}",2,"{'NN', 'VBG'}",0,advertis,advertis,advert
advice,53,6,0.00012526796708997785,12.962694836627135,NN,NN,3,"{'JJ', 'NN', 'VB'}",5,"{'JJ', 'VB', 'NNS', 'NN', 'VBP'}",0,advic,advic,adv
advisable,4,9,9.454186195470027e-06,16.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,advis,advis,adv
advise,11,6,2.5999012037542573e-05,15.231183672553037,VB,VB,2,"{'NN', 'VB'}",3,"{'NN', 'VB', 'VBP'}",0,advis,advis,adv
advised,4,7,9.454186195470027e-06,16.690615291190333,VBN,VB,1,{'VB'},2,"{'VBN', 'VBD'}",0,advis,advis,adv
adviser,1,7,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,advis,advis,adv
advisor,1,7,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,advisor,advisor,adv
advocate,1,8,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,advoc,advoc,advoc
advocates,2,9,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},2,"{'NN', 'NNS'}",0,advoc,advoc,advoc
afar,4,4,9.454186195470027e-06,16.690615291190333,NN,NN,2,"{'JJ', 'NN'}",2,"{'JJ', 'NN'}",0,afar,afar,af
affable,1,7,2.3635465488675068e-06,18.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,affabl,affabl,aff
affair,25,6,5.9088663721687664e-05,14.046759101415608,NN,NN,1,{'NN'},1,{'NN'},0,affair,affair,affair
affairs,14,7,3.308965168414509e-05,14.88326036913273,NN,NN,2,"{'JJ', 'NN'}",3,"{'JJ', 'NN', 'NNS'}",0,affair,affair,affair
affect,5,6,1.1817732744337534e-05,16.36868719630297,VB,VB,2,"{'NN', 'VB'}",2,"{'NN', 'VB'}",0,affect,affect,affect
affectation,1,11,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,affect,affect,affect
affected,7,8,1.6544825842072546e-05,15.88326036913273,VBN,VB,2,"{'JJ', 'VB'}",3,"{'JJ', 'VBN', 'VBD'}",0,affect,affect,affect
affectedly,1,10,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,affectedli,affect,affect
affecting,3,9,7.09063964660252e-06,17.105652790469176,VBG,VB,1,{'VB'},1,{'VBG'},0,affect,affect,affect
affection,9,9,2.127191893980756e-05,15.520690289748021,NN,NN,2,"{'JJ', 'NN'}",2,"{'JJ', 'NN'}",0,affect,affect,affect
affectionate,2,12,4.7270930977350136e-06,17.690615291190333,NN,NN,2,"{'JJ', 'NN'}",2,"{'JJ', 'NN'}",0,affection,affection,affect
affectionately,3,14,7.09063964660252e-06,17.105652790469176,RB,RB,2,"{'NN', 'RB'}",2,"{'NN', 'RB'}",0,affection,affection,affect
affects,1,7,2.3635465488675068e-06,18.690615291190333,VBZ,VB,1,{'VB'},1,{'VBZ'},0,affect,affect,affect
affirm,3,6,7.09063964660252e-06,17.105652790469176,VB,VB,1,{'VB'},1,{'VB'},0,affirm,affirm,affirm
affirmation,1,11,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,affirm,affirm,affirm
affirmative,1,11,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,affirm,affirm,affirm
affirmed,1,8,2.3635465488675068e-06,18.690615291190333,VBD,VB,1,{'VB'},1,{'VBD'},0,affirm,affirm,affirm
afflicted,1,9,2.3635465488675068e-06,18.690615291190333,VBN,VB,1,{'VB'},1,{'VBN'},0,afflict,afflict,afflict
afford,10,6,2.3635465488675068e-05,15.368687196302972,VB,VB,2,"{'NN', 'VB'}",2,"{'NN', 'VB'}",0,afford,afford,afford
affordably,1,10,2.3635465488675068e-06,18.690615291190333,RB,RB,1,{'RB'},1,{'RB'},0,afford,afford,afford
afforded,2,8,4.7270930977350136e-06,17.690615291190333,VBD,VB,1,{'VB'},1,{'VBD'},0,afford,afford,afford
afield,1,6,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,afield,afield,afield
afraid,89,6,0.0002103556428492081,12.214881860223937,JJ,JJ,5,"{'JJ', 'VB', 'NN', 'RB', 'IN'}",7,"{'JJ', 'VBN', 'VBD', 'VB', 'NN', 'RB', 'IN'}",0,afraid,afraid,afraid
afresh,1,6,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,afresh,afresh,afresh
after,505,5,0.001193591007178091,9.710475713551176,IN,IN,4,"{'NN', 'VB', 'RB', 'IN'}",6,"{'VBZ', 'VB', 'NNS', 'NN', 'RB', 'IN'}",1,after,after,aft
afternoon,13,9,3.072610513527759e-05,14.99017557304924,NN,NN,3,"{'JJ', 'NN', 'VB'}",3,"{'JJ', 'NN', 'VBP'}",0,afternoon,afternoon,afternoon
afternoonk,1,10,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,afternoonk,afternoonk,afternoonk
afternoons,2,10,4.7270930977350136e-06,17.690615291190333,NN,NN,2,"{'JJ', 'NN'}",2,"{'JJ', 'NN'}",0,afternoon,afternoon,afternoon
afternoonwhy,1,12,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,afternoonwhi,afternoonwhi,afternoonwhy
aftertaste,1,10,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,aftertast,aftertast,aftertast
afterward,6,9,1.418127929320504e-05,16.105652790469176,RB,RB,3,"{'NN', 'VB', 'RB'}",3,"{'NN', 'VB', 'RB'}",0,afterward,afterward,afterward
afterwards,25,10,5.9088663721687664e-05,14.046759101415608,NN,NN,3,"{'NN', 'VB', 'RB'}",6,"{'VBD', 'VB', 'NNS', 'NN', 'RB', 'VBP'}",0,afterward,afterward,afterward
again,568,5,0.0013424944397567439,9.540868171685652,RB,RB,7,"{'JJ', 'VB', 'RP', 'NN', 'RB', 'PD', 'IN'}",12,"{'JJ', 'VBD', 'VBZ', 'VB', 'NNS', 'RP', 'NN', 'NNP', 'RB', 'VBP', 'IN', 'PDT'}",1,again,again,again
againnot,1,8,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,againnot,againnot,againnot
against,335,7,0.0007917880938706147,10.3025980058452,IN,IN,3,"{'JJ', 'NN', 'IN'}",4,"{'JJ', 'NN', 'NNP', 'IN'}",1,against,against,against
againthe,1,8,2.3635465488675068e-06,18.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,againth,againth,againth
againwhere,1,10,2.3635465488675068e-06,18.690615291190333,RB,RB,1,{'RB'},1,{'RB'},0,againwher,againwher,againwh
age,35,3,8.272412921036274e-05,13.561332274245368,NN,NN,4,"{'JJ', 'NN', 'VB', 'RP'}",4,"{'RP', 'NN', 'VB', 'JJ'}",0,age,age,ag
aged,1,4,2.3635465488675068e-06,18.690615291190333,VBD,VB,1,{'VB'},1,{'VBD'},0,age,age,ag
agehe,1,5,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,ageh,ageh,ageh
ageing,1,6,2.3635465488675068e-06,18.690615291190333,VBG,VB,1,{'VB'},1,{'VBG'},0,age,age,ag
agencies,1,8,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,agenc,agenc,ag
agency,2,6,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,agenc,agenc,ag
agenda,2,6,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,agenda,agenda,agend
agent,4,5,9.454186195470027e-06,16.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,agent,agent,ag
ages,9,4,2.127191893980756e-05,15.520690289748021,NN,NN,1,{'NN'},3,"{'NN', 'NNP', 'NNS'}",0,age,age,ag
agethis,1,7,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,agethi,agethi,ageth
aggressively,1,12,2.3635465488675068e-06,18.690615291190333,IN,IN,1,{'IN'},1,{'IN'},0,aggress,aggress,aggress
aggressor,1,9,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,aggressor,aggressor,aggress
aggrieved,2,9,4.7270930977350136e-06,17.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,aggriev,aggriev,aggriev
aghast,2,6,4.7270930977350136e-06,17.690615291190333,RB,RB,2,"{'JJ', 'RB'}",2,"{'JJ', 'RB'}",0,aghast,aghast,aghast
agility,1,7,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,agil,agil,agil
agitated,7,8,1.6544825842072546e-05,15.88326036913273,JJ,VB,2,"{'JJ', 'VB'}",4,"{'JJ', 'VBN', 'VB', 'VBZ'}",0,agit,agit,agit
agitation,15,9,3.54531982330126e-05,14.783724695581816,NN,NN,2,"{'JJ', 'NN'}",2,"{'JJ', 'NN'}",0,agit,agit,agit
ago,88,3,0.00020799209630034058,12.231183672553037,RB,NN,5,"{'JJ', 'VB', 'NN', 'RB', 'IN'}",7,"{'JJ', 'VBD', 'NNS', 'NN', 'RB', 'VBP', 'IN'}",0,ago,ago,ago
agoi,1,4,2.3635465488675068e-06,18.690615291190333,VBP,VB,1,{'VB'},1,{'VBP'},0,agoi,agoi,ago
agoid,1,5,2.3635465488675068e-06,18.690615291190333,RB,RB,1,{'RB'},1,{'RB'},0,agoid,agoid,agoid
agoit,1,5,2.3635465488675068e-06,18.690615291190333,RB,RB,1,{'RB'},1,{'RB'},0,agoit,agoit,agoit
agree,27,5,6.381575681942268e-05,13.935727789026865,VB,VB,2,"{'JJ', 'VB'}",3,"{'JJ', 'VB', 'VBP'}",0,agre,agre,agr
agreeable,1,9,2.3635465488675068e-06,18.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,agreeabl,agreeabl,agr
agreed,43,6,0.00010163250160130279,13.264350536488235,VBD,VB,3,"{'JJ', 'NN', 'VB'}",7,"{'JJ', 'VBN', 'VBD', 'VB', 'NNS', 'NN', 'VBP'}",0,agre,agre,agree
agreeing,1,8,2.3635465488675068e-06,18.690615291190333,VBG,VB,1,{'VB'},1,{'VBG'},0,agre,agre,agr
agreement,23,9,5.4361570623952654e-05,14.167053335133321,NN,NN,1,{'NN'},1,{'NN'},0,agreement,agreement,agr
agrees,1,6,2.3635465488675068e-06,18.690615291190333,VBZ,VB,1,{'VB'},1,{'VBZ'},0,agre,agre,agr
agricultural,2,12,4.7270930977350136e-06,17.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,agricultur,agricultur,agricult
ah,22,2,5.1998024075085146e-05,14.231183672553037,NNP,NN,3,"{'NN', 'VB', 'RB'}",6,"{'VBZ', 'VB', 'NNS', 'NN', 'NNP', 'RB'}",0,ah,ah,ah
ahead,36,5,8.508767575923024e-05,13.520690289748021,RB,RB,4,"{'JJ', 'NN', 'VB', 'RB'}",4,"{'JJ', 'NN', 'RB', 'VBP'}",0,ahead,ahead,ahead
aid,5,3,1.1817732744337534e-05,16.36868719630297,NN,NN,2,"{'NN', 'VB'}",2,"{'NN', 'VB'}",0,aid,aid,aid
ailed,1,5,2.3635465488675068e-06,18.690615291190333,VBD,VB,1,{'VB'},1,{'VBD'},0,ail,ail,ail
ailing,2,6,4.7270930977350136e-06,17.690615291190333,RB,RB,2,"{'NN', 'RB'}",2,"{'NN', 'RB'}",0,ail,ail,ail
ailment,3,7,7.09063964660252e-06,17.105652790469176,NN,NN,1,{'NN'},1,{'NN'},0,ailment,ailment,ail
aim,11,3,2.5999012037542573e-05,15.231183672553037,NN,NN,4,"{'JJ', 'NN', 'VB', 'RB'}",4,"{'JJ', 'NN', 'VB', 'RB'}",0,aim,aim,aim
aimed,1,5,2.3635465488675068e-06,18.690615291190333,VBN,VB,1,{'VB'},1,{'VBN'},0,aim,aim,aim
aiming,3,6,7.09063964660252e-06,17.105652790469176,VBG,VB,1,{'VB'},1,{'VBG'},0,aim,aim,aim
aimlessly,3,9,7.09063964660252e-06,17.105652790469176,RB,RB,2,"{'NN', 'RB'}",2,"{'NN', 'RB'}",0,aimlessli,aimless,aimless
aims,3,4,7.09063964660252e-06,17.105652790469176,NNS,NN,1,{'NN'},2,"{'NN', 'NNS'}",0,aim,aim,aim
air,114,3,0.00026944430657089576,11.857725277025592,NN,NN,3,"{'JJ', 'NN', 'VB'}",4,"{'JJ', 'NN', 'NNP', 'VB'}",0,air,air,air
aired,3,5,7.09063964660252e-06,17.105652790469176,IN,IN,3,"{'NN', 'VB', 'IN'}",3,"{'NN', 'VBN', 'IN'}",0,air,air,air
airs,3,4,7.09063964660252e-06,17.105652790469176,NNS,NN,1,{'NN'},1,{'NNS'},0,air,air,air
airthe,1,6,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,airth,airth,airth
aisle,1,5,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,aisl,aisl,aisl
ajar,3,4,7.09063964660252e-06,17.105652790469176,NNS,NN,2,"{'JJ', 'NN'}",2,"{'JJ', 'NNS'}",0,ajar,ajar,aj
alarm,28,5,6.617930336829018e-05,13.88326036913273,NN,NN,3,"{'JJ', 'NN', 'VB'}",3,"{'JJ', 'NN', 'VB'}",0,alarm,alarm,alarm
alarmed,16,7,3.781674478188011e-05,14.690615291190333,VBN,VB,3,"{'JJ', 'NN', 'VB'}",4,"{'JJ', 'NN', 'VBN', 'VBD'}",0,alarm,alarm,alarm
alarming,2,8,4.7270930977350136e-06,17.690615291190333,JJ,VB,2,"{'JJ', 'VB'}",2,"{'JJ', 'VBG'}",0,alarm,alarm,alarm
alarmingly,1,10,2.3635465488675068e-06,18.690615291190333,RB,RB,1,{'RB'},1,{'RB'},0,alarmingli,alarm,alarm
alarms,1,6,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,alarm,alarm,alarm
alas,3,4,7.09063964660252e-06,17.105652790469176,NNP,NN,1,{'NN'},2,"{'NN', 'NNP'}",0,ala,ala,ala
albeit,13,6,3.072610513527759e-05,14.99017557304924,IN,IN,4,"{'JJ', 'NN', 'RB', 'IN'}",4,"{'JJ', 'NN', 'RB', 'IN'}",0,albeit,albeit,albeit
albert,4,6,9.454186195470027e-06,16.690615291190333,NNP,NN,1,{'NN'},1,{'NNP'},0,albert,albert,albert
album,5,5,1.1817732744337534e-05,16.36868719630297,NN,NN,1,{'NN'},1,{'NN'},0,album,album,alb
alcohol,3,7,7.09063964660252e-06,17.105652790469176,NN,NN,1,{'NN'},1,{'NN'},0,alcohol,alcohol,alcohol
alcoholic,1,9,2.3635465488675068e-06,18.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,alcohol,alcohol,alcohol
alcove,2,6,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,alcov,alcov,alcov
alert,8,5,1.8908372390940054e-05,15.690615291190333,JJ,VB,3,"{'JJ', 'NN', 'VB'}",4,"{'JJ', 'NN', 'VB', 'VBZ'}",0,alert,alert,alert
alerted,2,7,4.7270930977350136e-06,17.690615291190333,VBD,VB,1,{'VB'},1,{'VBD'},0,alert,alert,alert
alerting,1,8,2.3635465488675068e-06,18.690615291190333,VBG,VB,1,{'VB'},1,{'VBG'},0,alert,alert,alert
alfred,3,6,7.09063964660252e-06,17.105652790469176,NN,NN,1,{'NN'},2,"{'NN', 'NNP'}",0,alfr,alfr,alfr
alien,1,5,2.3635465488675068e-06,18.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,alien,alien,aly
alienated,2,9,4.7270930977350136e-06,17.690615291190333,VBN,VB,1,{'VB'},1,{'VBN'},0,alien,alien,aly
alignment,1,9,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,align,align,align
alike,6,5,1.418127929320504e-05,16.105652790469176,NN,NN,2,"{'NN', 'RB'}",2,"{'NN', 'RB'}",0,alik,alik,alik
alive,16,5,3.781674478188011e-05,14.690615291190333,JJ,JJ,6,"{'JJ', 'VB', 'RP', 'NN', 'RB', 'IN'}",9,"{'JJ', 'VBN', 'VBZ', 'IN', 'RP', 'NN', 'RB', 'VBP', 'VBG'}",0,aliv,aliv,al
alivehe,1,7,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,aliveh,aliveh,aliveh
all,2372,3,0.005606332413913726,7.47872699664433,DT,DT,8,"{'JJ', 'DT', 'VB', 'RP', 'NN', 'RB', 'PD', 'IN'}",13,"{'JJ', 'DT', 'VBZ', 'VB', 'NNS', 'RP', 'NN', 'VBG', 'RB', 'NNP', 'VBP', 'IN', 'PDT'}",1,all,all,al
allall,1,6,2.3635465488675068e-06,18.690615291190333,PDT,PD,1,{'PD'},1,{'PDT'},0,allal,allal,allal
alland,2,6,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,alland,alland,alland
alleged,5,7,1.1817732744337534e-05,16.36868719630297,VBN,VB,2,"{'JJ', 'VB'}",3,"{'JJ', 'VBN', 'VBD'}",0,alleg,alleg,alleg
allegedly,1,9,2.3635465488675068e-06,18.690615291190333,RB,RB,1,{'RB'},1,{'RB'},0,allegedli,alleg,alleg
allencompassing,1,15,2.3635465488675068e-06,18.690615291190333,VBG,VB,1,{'VB'},1,{'VBG'},0,allencompass,allencompass,allencompass
alleverything,1,13,2.3635465488675068e-06,18.690615291190333,VBG,VB,1,{'VB'},1,{'VBG'},0,alleveryth,alleveryth,alleveryth
alley,15,5,3.54531982330126e-05,14.783724695581816,NN,NN,2,"{'NN', 'IN'}",3,"{'NN', 'NNP', 'IN'}",0,alley,alley,alley
alleys,3,6,7.09063964660252e-06,17.105652790469176,NNS,NN,1,{'NN'},2,"{'NN', 'NNS'}",0,alley,alley,alley
alleyway,2,8,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,alleyway,alleyway,alleyway
alleyways,1,9,2.3635465488675068e-06,18.690615291190333,RB,RB,1,{'RB'},1,{'RB'},0,alleyway,alleyway,alleyway
allhow,1,6,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,allhow,allhow,allhow
allied,2,6,4.7270930977350136e-06,17.690615291190333,VBN,VB,1,{'VB'},1,{'VBN'},0,alli,alli,al
allies,1,6,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,alli,alli,al
allnaturally,1,12,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,allnatur,allnatur,alln
allnothing,1,10,2.3635465488675068e-06,18.690615291190333,VBG,VB,1,{'VB'},1,{'VBG'},0,allnoth,allnoth,allnoth
allocated,5,9,1.1817732744337534e-05,16.36868719630297,VBN,VB,2,"{'VB', 'RB'}",3,"{'VBN', 'VBD', 'RB'}",0,alloc,alloc,alloc
allocates,1,9,2.3635465488675068e-06,18.690615291190333,VBZ,VB,1,{'VB'},1,{'VBZ'},0,alloc,alloc,alloc
allotted,1,8,2.3635465488675068e-06,18.690615291190333,VBN,VB,1,{'VB'},1,{'VBN'},0,allot,allot,allot
allow,43,5,0.00010163250160130279,13.264350536488235,VB,VB,4,"{'JJ', 'NN', 'VB', 'IN'}",5,"{'JJ', 'VB', 'NNS', 'VBP', 'IN'}",0,allow,allow,allow
allowable,1,9,2.3635465488675068e-06,18.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,allow,allow,allow
allowances,1,10,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,allow,allow,allow
allowed,109,7,0.0002576265738265582,11.922430966413406,VBN,VB,3,"{'JJ', 'NN', 'VB'}",5,"{'JJ', 'VBN', 'VBD', 'VB', 'NN'}",0,allow,allow,allow
allowing,3,8,7.09063964660252e-06,17.105652790469176,VBG,VB,1,{'VB'},1,{'VBG'},0,allow,allow,allow
allows,7,6,1.6544825842072546e-05,15.88326036913273,VBZ,VB,2,"{'NN', 'VB'}",2,"{'VBZ', 'NN'}",0,allow,allow,allow
allure,2,6,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,allur,allur,al
alluring,2,8,4.7270930977350136e-06,17.690615291190333,JJ,VB,2,"{'JJ', 'VB'}",2,"{'JJ', 'VBG'}",0,allur,allur,al
ally,3,4,7.09063964660252e-06,17.105652790469176,VB,VB,2,"{'NN', 'VB'}",2,"{'NN', 'VB'}",0,alli,alli,al
almighty,1,8,2.3635465488675068e-06,18.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,almighti,almighti,almighty
almonds,1,7,2.3635465488675068e-06,18.690615291190333,VB,VB,1,{'VB'},1,{'VB'},0,almond,almond,almond
almost,336,6,0.0007941516404194822,10.298297868411574,RB,RB,2,"{'NN', 'RB'}",3,"{'NN', 'RB', 'NNS'}",0,almost,almost,almost
almostmind,1,10,2.3635465488675068e-06,18.690615291190333,IN,IN,1,{'IN'},1,{'IN'},0,almostmind,almostmind,almostmind
aloft,5,5,1.1817732744337534e-05,16.36868719630297,RB,RB,3,"{'JJ', 'NN', 'RB'}",4,"{'JJ', 'NN', 'RB', 'NNS'}",0,aloft,aloft,aloft
alone,118,5,0.00027889849276636577,11.807972241828493,RB,RB,6,"{'JJ', 'VB', 'RP', 'NN', 'RB', 'IN'}",9,"{'JJ', 'VBD', 'VB', 'RP', 'NN', 'NNP', 'RB', 'VBP', 'IN'}",0,alon,alon,alon
alonebut,1,8,2.3635465488675068e-06,18.690615291190333,VB,VB,1,{'VB'},1,{'VB'},0,alonebut,alonebut,alonebut
along,174,5,0.00041125709950294613,11.247671795341605,IN,IN,6,"{'JJ', 'VB', 'RP', 'NN', 'RB', 'IN'}",9,"{'JJ', 'VBZ', 'VB', 'NNS', 'RP', 'NN', 'RB', 'VBP', 'IN'}",0,along,along,along
alongside,3,9,7.09063964660252e-06,17.105652790469176,RB,RB,2,"{'RB', 'IN'}",2,"{'RB', 'IN'}",0,alongsid,alongsid,alongsid
aloud,6,5,1.418127929320504e-05,16.105652790469176,NN,NN,3,"{'NN', 'VB', 'IN'}",4,"{'NN', 'VBD', 'NNS', 'IN'}",0,aloud,aloud,aloud
already,412,7,0.0009737811781334127,10.004114764007115,RB,RB,6,"{'JJ', 'VB', 'RP', 'NN', 'RB', 'IN'}",8,"{'JJ', 'VBZ', 'NNS', 'RP', 'NN', 'RB', 'VBP', 'IN'}",0,alreadi,alreadi,already
